lune_lat,lune_lon,class,etype_pred,prob_eq,prob_ex,prob_co
-28.959,-2.949,0,eq,0.9867822280195989,7.291480446892645e-05,0.013144857175932157
78.298,1.338,1,ex,0.016414265126698007,0.9671724702514558,0.01641326462184613
41.09,-12.698,0,eq,0.6912786443305111,0.30344368054494486,0.005277675124544019
57.444,-27.095,1,ex,0.056806055172164374,0.9073815078044013,0.03581243702343433
-16.22,27.979,0,eq,0.9274686228298146,0.005765083913630922,0.0667662932565545
-1.852,-7.831,0,eq,0.9981820415556935,0.00015760074664623836,0.0016603576976602838
21.974,7.197,0,eq,0.9950301759236049,0.0038896465147075818,0.0010801775616875243
-31.611,-1.354,0,eq,0.9819623917468654,9.252525280607215e-05,0.017945083000328547
58.351,-16.437,1,ex,0.051257056235460535,0.9338258186149421,0.014917125149597381
-76.199,14.806,2,co,0.05204197091079442,0.009414704831087488,0.938543324258118
60.197,-14.33,1,ex,0.04011732902050075,0.9463636835162234,0.013518987463275912
36.285,-27.148,0,eq,0.7055851959747012,0.26604148418600226,0.028373319839296567
-9.142,-24.449,0,eq,0.9665389757940238,0.00043713721891081763,0.03302388698706539
59.827,-6.768,1,ex,0.06782685817244583,0.9238927176968293,0.00828042413072486
24.82,26.529,0,eq,0.9741161038026334,0.00908196853216273,0.016801927665203897
3.864,-27.139,0,eq,0.9662236864075728,0.0021304143512387037,0.03164589924118843
-26.986,-18.522,0,eq,0.9563099138393036,0.00013541876448904287,0.04355466739620735
-31.494,5.518,0,eq,0.978244241383571,0.00018185117533730838,0.021573907441091722
70.3,-5.472,1,ex,0.015299124889959444,0.9718821257934762,0.012818749316564322
18.963,-17.023,0,eq,0.9869768704109015,0.0074739000400629516,0.00554922954903547
24.606,-13.307,0,eq,0.9800799950953568,0.016571373271958723,0.0033486316326845093
49.819,-18.358,1,ex,0.2127272796813235,0.7739090424038676,0.01336367791480896
56.691,3.148,1,ex,0.30078427908455996,0.6934439622410088,0.005771758674431252
-63.47,-24.143,0,eq,0.6408239495453006,0.0020634257337989893,0.3571126247209004
-13.434,-26.559,0,eq,0.9488563087804079,0.0005217162818109293,0.05062197493778118
-44.905,-8.233,0,eq,0.8926717498497805,0.00020669292363566577,0.10712155722658384
22.873,9.494,0,eq,0.9944900429148981,0.004151191824129265,0.001358765260972702
23.308,6.389,0,eq,0.9940754247424428,0.004860344571939933,0.001064230685617213
6.886,-20.445,0,eq,0.9878520201844899,0.0013940995759983692,0.010753880239511716
-10.945,6.91,0,eq,0.9973250827502018,0.00013266414199036128,0.0025422531078077727
-29.101,9.148,0,eq,0.9789810240455581,0.0002697866443306151,0.020749189310111254
-3.132,3.007,0,eq,0.9987320567186141,0.00014394772455718984,0.001123995556828675
17.937,18.728,0,eq,0.992674388789518,0.0028347197190985315,0.004490891491383508
-30.179,26.262,0,eq,0.843285133305153,0.005954838863438347,0.15076002783140868
-41.237,17.459,0,eq,0.8051134010007462,0.0021253769407277657,0.19276122205852594
-14.457,-25.372,0,eq,0.9533658427993549,0.00040475271919171587,0.0462294044814534
-11.488,4.758,0,eq,0.9976101177876383,0.00010324964912729184,0.002286632563234375
11.144,-3.172,0,eq,0.998224669587366,0.0009737289863033261,0.0008016014263306507
16.682,12.883,0,eq,0.9963071841670551,0.001887243527896442,0.0018055723050484627
-83.522,-23.675,2,co,0.4587323974564749,0.00604873752797651,0.5352188650155486
30.845,13.869,0,eq,0.9864176200991788,0.010677025720913155,0.0029053541799080483
31.51,-25.656,0,eq,0.8583782939978644,0.11924557776241627,0.02237612823971942
50.109,19.227,0,eq,0.9004817632704322,0.08857499295425764,0.01094324377531022
47.971,1.643,0,eq,0.650217359341609,0.3463677525486564,0.0034148881097346654
25.158,15.697,0,eq,0.9916863321174474,0.005192562333720068,0.003121105548832577
50.263,-24.914,1,ex,0.16732114899468525,0.8066451577796527,0.026033693225662038
-30.303,8.528,0,eq,0.9768458099447563,0.0002613987752361596,0.02289279128000755
-56.447,0.822,0,eq,0.6426108283543169,0.0007607391266336301,0.35662843251904947
-38.896,28.114,0,eq,0.6424934183819629,0.01020886565927446,0.34729771595876263
-35.713,-21.089,0,eq,0.9023464891895406,0.0002728074823962742,0.09738070332806312
-17.155,14.087,0,eq,0.9900794596645962,0.0004102680848231847,0.009510272250580648
-28.83,19.875,0,eq,0.9349358945496185,0.0018254482666032396,0.06323865718377827
-11.181,18.798,0,eq,0.9877166298218472,0.0009274320234557041,0.011355938154697116
-35.178,4.135,0,eq,0.9671916687030631,0.0001945666585166508,0.03261376463842032
-66.866,15.709,2,co,0.10544130953372043,0.006594211557065354,0.8879644789092143
-10.574,27.814,0,eq,0.9479610951452607,0.0051808800128317475,0.04685802484190756
-47.914,-12.279,0,eq,0.845465617813203,0.00029001786687165833,0.1542443643199254
-36.807,-15.426,0,eq,0.9284012668120157,0.0001554076002910978,0.07144332558769316
33.291,8.011,0,eq,0.9775928721381084,0.02059284792685366,0.0018142799350378902
